name	loc_col
Knockfadda	(0, 10, 'LOC')
Cartron	(0, 7, 'LOC')
Sonnagh River	(0, 13, 'LOC')
Cloonfinish	(0, 11, 'LOC')
Eignagh River	(0, 13, 'LOC')
Lislaughna	(0, 10, 'LOC')
Sonnagh	(0, 7, 'LOC')
Tomboholla	(0, 10, 'LOC')
Bracklagh	(0, 9, 'LOC')
Fauleens	(0, 8, 'LOC')
Barroe	(0, 6, 'LOC')
Cloonmeen West	(0, 14, 'LOC')
Brackloonagh South	(0, 18, 'LOC')
Cloonmore House	(0, 15, 'LOC')
Botinny	(0, 7, 'LOC')
Srah Upper	(0, 10, 'LOC')
Srah Lower	(0, 10, 'LOC')
Brackloonagh North	(0, 18, 'LOC')
Owenlobnaglaur River	(0, 20, 'LOC')
Tromra	(0, 6, 'LOC')
Skool	(0, 5, 'LOC')
Cloontia	(0, 8, 'LOC')
Tawnaghbeg	(0, 10, 'LOC')
Cloonlarhan	(0, 11, 'LOC')
Doocastle Cottage	(0, 17, 'LOC')
Flughany	(0, 8, 'LOC')
Bealboy River	(0, 13, 'LOC')
Winny Langans Lough	(0, 19, 'LOC')
Loughnalacka	(0, 12, 'LOC')
Fossea Lough	(0, 12, 'LOC')
Lough Alone	(0, 11, 'LOC')
Bunnyconnellan East	(0, 19, 'LOC')
Drumsheen	(0, 9, 'LOC')
Carrownaglogh	(0, 13, 'LOC')
Carrowleagh	(0, 11, 'LOC')
Fir Lough	(0, 9, 'LOC')
Cloonlumny	(0, 10, 'LOC')
Cuppanagh Bridge	(0, 16, 'LOC')
Breandrum	(0, 9, 'LOC')
Tinacarra	(0, 9, 'LOC')
Cornaglia	(0, 9, 'LOC')
Grange Beg	(0, 10, 'LOC')
Fort William House	(0, 18, 'LOC')
Mount Erris	(0, 11, 'LOC')
Lough Key Forest Park	(0, 21, 'LOC')
Glencarne House	(0, 15, 'LOC')
Cloontykilla Castle	(0, 19, 'LOC')
Drumman’s Island	(0, 16, 'LOC')
Hogs Island	(0, 11, 'LOC')
Stag Island	(0, 11, 'LOC')
Corrigeenroe	(0, 12, 'LOC')
Cornacarta Lough	(0, 16, 'LOC')
Derrynasallagh Lough	(0, 20, 'LOC')
Smutternagh	(0, 11, 'LOC')
Clerragh	(0, 8, 'LOC')
Aghoo	(0, 5, 'LOC')
Tullytawen	(0, 10, 'LOC')
Carrickadraan	(0, 13, 'LOC')
Cuilbalkeen Lough	(0, 17, 'LOC')
Nagalliagh Lough	(0, 16, 'LOC')
Altagowlan	(0, 10, 'LOC')
Greaghnafarna	(0, 13, 'LOC')
Lough Allen Cottage	(0, 19, 'LOC')
Mountallen	(0, 10, 'LOC')
O’Reilly’s Island	(0, 17, 'LOC')
Bellantra Bridge	(0, 16, 'LOC')
Galley Bridge	(0, 13, 'LOC')
Derreenargan	(0, 12, 'LOC')
Rehy Lough	(0, 10, 'LOC')
Drumcunny Lough	(0, 15, 'LOC')
Shanballybaun Lough	(0, 19, 'LOC')
Lough Naseer	(0, 12, 'LOC')
Moyoran	(0, 7, 'LOC')
Drumboylan	(0, 10, 'LOC')
Clooncoose	(0, 10, 'LOC')
Derreenannagh	(0, 13, 'LOC')
Cleaheen	(0, 8, 'LOC')
Tumna	(0, 5, 'LOC')
Falleens	(0, 8, 'LOC')
Ardlona	(0, 7, 'LOC')
Cuppanagh	(0, 9, 'LOC')
Cloonloogh	(0, 10, 'LOC')
Mahanagh	(0, 8, 'LOC')
Clooneagh	(0, 9, 'LOC')
Sroove	(0, 6, 'LOC')
Cloonlaheen	(0, 11, 'LOC')
Kilfree House	(0, 13, 'LOC')
Greyfield	(0, 9, 'LOC')
Liskeagh	(0, 8, 'LOC')
Culfadda	(0, 8, 'LOC')
Kilshalvy	(0, 9, 'LOC')
Tunnagh	(0, 7, 'LOC')
Killavil	(0, 8, 'LOC')
Coagh Lough	(0, 11, 'LOC')
Ardkeeran	(0, 9, 'LOC')
Feenagh Lough	(0, 13, 'LOC')
Templevanny Lough	(0, 17, 'LOC')
Carrowcrory	(0, 11, 'LOC')
Corradoo Lodge	(0, 14, 'LOC')
Carricknahorna	(0, 14, 'LOC')
Bricklieve Mountains	(0, 20, 'LOC')
Lough Availe	(0, 12, 'LOC')
Lough Labe	(0, 10, 'LOC')
Tower Hill House	(0, 16, 'LOC')
Castlebaldwin	(0, 13, 'LOC')
Drumcormick	(0, 11, 'LOC')
Graniamore	(0, 10, 'LOC')
Carrownacreevy	(0, 14, 'LOC')
Loughymeenaghan	(0, 15, 'LOC')
Ardloy	(0, 6, 'LOC')
Ardloy Lough	(0, 12, 'LOC')
Kilmorgan	(0, 9, 'LOC')
Lough Daven	(0, 11, 'LOC')
Ballyfahy	(0, 9, 'LOC')
Kilturra House	(0, 14, 'LOC')
Doobeg House	(0, 12, 'LOC')
Roadstown	(0, 9, 'LOC')
Achonry House	(0, 13, 'LOC')
Cloonahinshin	(0, 13, 'LOC')
Achonry	(0, 7, 'LOC')
Bellanascarrow Lough	(0, 20, 'LOC')
Ardrea Lough	(0, 12, 'LOC')
Earlsfield	(0, 10, 'LOC')
Rathdoony More	(0, 14, 'LOC')
Knockadalteen	(0, 13, 'LOC')
Lough Corran	(0, 12, 'LOC')
Illaunnacogha	(0, 13, 'LOC')
Dirtane	(0, 7, 'LOC')
Doondathen House	(0, 16, 'LOC')
Toberscanavan Loughs	(0, 20, 'LOC')
Thorn Hill	(0, 10, 'LOC')
Somerton	(0, 8, 'LOC')
Cluid	(0, 5, 'LOC')
Cooney	(0, 6, 'LOC')
Billa	(0, 5, 'LOC')
Greenfield Cottage	(0, 18, 'LOC')
Illanbaun	(0, 9, 'LOC')
Carrownacarrick	(0, 15, 'LOC')
Killoran	(0, 8, 'LOC')
Carrownabanny Lough	(0, 19, 'LOC')
Leyny	(0, 5, 'LOC')
Killoran Lough	(0, 14, 'LOC')
Cartron Lough	(0, 13, 'LOC')
Drumdivnagh Lough	(0, 17, 'LOC')
Carrowntawy	(0, 11, 'LOC')
Falnasoogaun	(0, 12, 'LOC')
Claragh Scotch	(0, 14, 'LOC')
Carrowreilly	(0, 12, 'LOC')
Portinch	(0, 8, 'LOC')
Dermot & Grania’s Rock	(0, 22, 'LOC')
The Cabin	(0, 9, 'LOC')
Lavagh	(0, 6, 'LOC')
Fodry	(0, 5, 'LOC')
Gortnadrass	(0, 11, 'LOC')
Bridge of Ross	(0, 14, 'LOC')
Drumraine	(0, 9, 'LOC')
Killawee Lough	(0, 14, 'LOC')
Doogloon Lough	(0, 14, 'LOC')
Tawnavoultry	(0, 12, 'LOC')
Toberscardan	(0, 12, 'LOC')
Cloonkeevy	(0, 10, 'LOC')
Eskragh	(0, 7, 'LOC')
Rue Cross Roads	(0, 15, 'LOC')
Tullanaglug	(0, 11, 'LOC')
Drimina	(0, 7, 'LOC')
Farranduff	(0, 10, 'LOC')
Fule	(0, 4, 'LOC')
Broher	(0, 6, 'LOC')
Sandyhill	(0, 9, 'LOC')
Cloonlaughil	(0, 12, 'LOC')
Cully Cross Roads	(0, 17, 'LOC')
Curraghbonaun	(0, 13, 'LOC')
Clooningan	(0, 10, 'LOC')
Cloongoonagh	(0, 12, 'LOC')
Corray	(0, 6, 'LOC')
Toorlestraun	(0, 12, 'LOC')
Gortermone	(0, 10, 'LOC')
Kincuillew	(0, 10, 'LOC')
Bellanamean River	(0, 17, 'LOC')
Lough Talt River	(0, 16, 'LOC')
Kilmacteige	(0, 11, 'LOC')
Lough Naskea	(0, 12, 'LOC')
Culdaly	(0, 7, 'LOC')
Lough Arubble	(0, 13, 'LOC')
Lough Anooran	(0, 13, 'LOC')
Lough Nablaneybaun	(0, 18, 'LOC')
Lough Hure	(0, 10, 'LOC')
Lough Wattywee	(0, 14, 'LOC')
Lough Nalackagh	(0, 15, 'LOC')
Lough Hoe	(0, 9, 'LOC')
Lough Hoe River	(0, 15, 'LOC')
Lough Nabrickkeagh	(0, 18, 'LOC')
Gleneask	(0, 8, 'LOC')
Tawnyany	(0, 8, 'LOC')
Gleneask House	(0, 14, 'LOC')
Loughannagally	(0, 14, 'LOC')
Zion Hill	(0, 9, 'LOC')
Meenaglagh	(0, 10, 'LOC')
Tawnaneilleen	(0, 13, 'LOC')
Masshill	(0, 8, 'LOC')
Wellmount Lodge	(0, 15, 'LOC')
Bellanograugh Bridge	(0, 20, 'LOC')
Mullany’s Cross	(0, 15, 'LOC')
Metal Bridge	(0, 12, 'LOC')
Owenaher River	(0, 14, 'LOC')
Sessuecommon	(0, 12, 'LOC')
Corsallagh	(0, 10, 'LOC')
Mullaghanarry	(0, 13, 'LOC')
Doomore	(0, 7, 'LOC')
Cornaleck	(0, 9, 'LOC')
Branchfield	(0, 11, 'LOC')
Belra	(0, 5, 'LOC')
Carrowneden	(0, 11, 'LOC')
Loughanaboll	(0, 12, 'LOC')
Lough Rumduff	(0, 13, 'LOC')
Cloonacool Loughs	(0, 17, 'LOC')
Glendarragh Lough	(0, 17, 'LOC')
Tullyvellin Loughs	(0, 18, 'LOC')
Mad River	(0, 9, 'LOC')
Laughil	(0, 7, 'LOC')
Carho	(0, 5, 'LOC')
Lough Minnaun	(0, 13, 'LOC')
Knockachree	(0, 11, 'LOC')
Lough Achree	(0, 12, 'LOC')
Belcloghogy Loughs	(0, 18, 'LOC')
Kingsmountain	(0, 13, 'LOC')
Doonflin House	(0, 14, 'LOC')
Ladies Brae	(0, 11, 'LOC')
Rathose	(0, 7, 'LOC')
Gortakeeran	(0, 11, 'LOC')
Mullagh Lough	(0, 13, 'LOC')
Lough Keola	(0, 11, 'LOC')
Lough Brallee	(0, 13, 'LOC')
Lough Bree	(0, 10, 'LOC')
Chapel Street	(0, 13, 'LOC')
Great Seal Bank	(0, 15, 'LOC')
Seafort House	(0, 13, 'LOC')
Portroyal	(0, 9, 'LOC')
Carrowloughan Lough	(0, 19, 'LOC')
Carrowculleen House	(0, 19, 'LOC')
Red Hill	(0, 8, 'LOC')
Doonflin Lower	(0, 14, 'LOC')
Toberawnaun	(0, 11, 'LOC')
Dunmoran	(0, 8, 'LOC')
Ardogelly	(0, 9, 'LOC')
Carrowcaslan	(0, 12, 'LOC')
Kilrusheighter	(0, 14, 'LOC')
Belturlin	(0, 9, 'LOC')
Lugdoon	(0, 7, 'LOC')
Doonbeakin	(0, 10, 'LOC')
Altans	(0, 6, 'LOC')
Lough Nafullow	(0, 14, 'LOC')
Lough Anlaba	(0, 12, 'LOC')
Lough Croane	(0, 12, 'LOC')
Crowagh River	(0, 13, 'LOC')
Owenminna River	(0, 15, 'LOC')
Lough Minna	(0, 11, 'LOC')
Farranmacfarrell House	(0, 22, 'LOC')
Cannaghanally	(0, 13, 'LOC')
Lackavarna	(0, 10, 'LOC')
Carrowmably	(0, 11, 'LOC')
Ballymeeny	(0, 10, 'LOC')
Killeenduff	(0, 11, 'LOC')
Ballybeg River	(0, 14, 'LOC')
Patch	(0, 5, 'LOC')
Camphill House	(0, 14, 'LOC')
Lough Nacreeva	(0, 14, 'LOC')
Bellafarney	(0, 11, 'LOC')
Owenykeevan River	(0, 17, 'LOC')
Finned Bridge	(0, 13, 'LOC')
Carrowpadeen	(0, 12, 'LOC')
Finned River	(0, 12, 'LOC')
Cloghanaffrin	(0, 13, 'LOC')
Cooga Lodge	(0, 11, 'LOC')
Cloonycarney	(0, 12, 'LOC')
Cuffs Town	(0, 10, 'LOC')
Lough Scorrew	(0, 13, 'LOC')
Owenykeevan	(0, 11, 'LOC')
Lough Ioe	(0, 9, 'LOC')
Ardwoggy Lough	(0, 14, 'LOC')
Letterunshin	(0, 12, 'LOC')
Owen River	(0, 10, 'LOC')
Carns River	(0, 11, 'LOC')
Carns	(0, 5, 'LOC')
Tawnalghta	(0, 10, 'LOC')
Clonnkeelaun	(0, 12, 'LOC')
Lough Weeloge	(0, 13, 'LOC')
Lough Ahusey	(0, 12, 'LOC')
Gowlan River	(0, 12, 'LOC')
Ray’s Island	(0, 12, 'LOC')
Annaghloy House	(0, 15, 'LOC')
Muck Island	(0, 11, 'LOC')
Annaghgowla Island	(0, 18, 'LOC')
Highwood	(0, 8, 'LOC')
Kilmactranny	(0, 12, 'LOC')
Annagh Lodge	(0, 12, 'LOC')
Rover	(0, 5, 'LOC')
Cabragh	(0, 7, 'LOC')
Tap	(0, 3, 'LOC')
Moytirra	(0, 8, 'LOC')
Cammoge River	(0, 13, 'LOC')
O’Conor’s Monument	(0, 18, 'LOC')
Boleymount	(0, 10, 'LOC')
Drumdoney	(0, 9, 'LOC')
Lough Meharth	(0, 13, 'LOC')
Tunnagh Lough	(0, 13, 'LOC')
Srananagh	(0, 9, 'LOC')
Knocknacross	(0, 12, 'LOC')
Lough Bo	(0, 8, 'LOC')
Lough Nasool	(0, 12, 'LOC')
Ballinphull	(0, 11, 'LOC')
Lahordan	(0, 8, 'LOC')
Bellarush Bridge	(0, 16, 'LOC')
Heapstown House	(0, 15, 'LOC')
Lissaneeny	(0, 10, 'LOC')
Lisconny House	(0, 14, 'LOC')
Cloghfin Lough	(0, 14, 'LOC')
Lisconny Bridge	(0, 15, 'LOC')
Dargan Lough	(0, 12, 'LOC')
Doonally	(0, 8, 'LOC')
Ballygawley	(0, 11, 'LOC')
Union Wood	(0, 10, 'LOC')
Ballydawley Lough	(0, 17, 'LOC')
Lough Dagea	(0, 11, 'LOC')
Lough Lumman	(0, 12, 'LOC')
Lahanagh	(0, 8, 'LOC')
Killerry	(0, 8, 'LOC')
Innisfree	(0, 9, 'LOC')
Spring Villa	(0, 12, 'LOC')
Cottage Island	(0, 14, 'LOC')
Church Island	(0, 13, 'LOC')
Clogherrevagh House	(0, 19, 'LOC')
Belladrihid	(0, 11, 'LOC')
Kilmacowen	(0, 10, 'LOC')
Breeoge	(0, 7, 'LOC')
Eagle Lodge	(0, 11, 'LOC')
Knocknahur	(0, 10, 'LOC')
Belvoir	(0, 7, 'LOC')
Culleenamore House	(0, 18, 'LOC')
Culleenduff	(0, 11, 'LOC')
Carrowbunnauna	(0, 14, 'LOC')
Strandhill House	(0, 16, 'LOC')
Rathcarrick House	(0, 17, 'LOC')
Sea Mount House	(0, 15, 'LOC')
Dorrins Strand	(0, 14, 'LOC')
Maguins Island	(0, 14, 'LOC')
Deadman’s Point	(0, 15, 'LOC')
Oyster Island	(0, 13, 'LOC')
Birds Rock	(0, 10, 'LOC')
Drumcliff River	(0, 15, 'LOC')
Doonweelin Lough	(0, 16, 'LOC')
Auburn House	(0, 12, 'LOC')
Cleaveragh	(0, 10, 'LOC')
Owen House	(0, 10, 'LOC')
Colgagh Lough	(0, 13, 'LOC')
Glackbaun	(0, 9, 'LOC')
Willsborough	(0, 12, 'LOC')
Lisgorey	(0, 8, 'LOC')
Doonally House	(0, 14, 'LOC')
Castlegal	(0, 9, 'LOC')
Lugnagall	(0, 9, 'LOC')
Rathcormack	(0, 11, 'LOC')
Keelogyboy	(0, 10, 'LOC')
Keelty	(0, 6, 'LOC')
Shanid House	(0, 12, 'LOC')
Eagles Rock	(0, 11, 'LOC')
Ardnaglass Upper	(0, 16, 'LOC')
Carrownamaddoo	(0, 14, 'LOC')
Moneylahan	(0, 10, 'LOC')
Ballaghnatrillick Bridge	(0, 24, 'LOC')
Ballaghnatrillick	(0, 17, 'LOC')
Cormac Reagh’s Hole	(0, 19, 'LOC')
Ballaghnatrillick River	(0, 23, 'LOC')
Cloonty Lough	(0, 13, 'LOC')
Cartronplank	(0, 12, 'LOC')
Creevykeel Cross Roads	(0, 22, 'LOC')
Skerrydoo	(0, 9, 'LOC')
Bunduff Lough	(0, 13, 'LOC')
Bunduff Strand	(0, 14, 'LOC')
Classie Bawn Castle	(0, 19, 'LOC')
Trawalua Strand	(0, 15, 'LOC')
Drumfad	(0, 7, 'LOC')
Milk Haven	(0, 10, 'LOC')
Carricknaspania	(0, 15, 'LOC')
Moneygold	(0, 9, 'LOC')
Grogagh	(0, 7, 'LOC')
Mullaghnaneane	(0, 14, 'LOC')
Rinnadoolish	(0, 12, 'LOC')
Inishnagor	(0, 10, 'LOC')
Shaddan	(0, 7, 'LOC')
Kinavally Point	(0, 15, 'LOC')
Doonowney	(0, 9, 'LOC')
Cloghboley	(0, 10, 'LOC')
Knocklane Castle	(0, 16, 'LOC')
Raghly	(0, 6, 'LOC')
Lackmeeltaun	(0, 12, 'LOC')
Ardboline	(0, 9, 'LOC')
Portanagh	(0, 9, 'LOC')
Ardtermon Strand	(0, 16, 'LOC')
Ballygugan	(0, 10, 'LOC')
Cashelgarran	(0, 12, 'LOC')
Yellow Strand	(0, 13, 'LOC')
Corryolus	(0, 9, 'LOC')
Hartley House	(0, 13, 'LOC')
Castlecarra	(0, 11, 'LOC')
Killavanowl	(0, 11, 'LOC')
Drumlumman	(0, 10, 'LOC')
Bran Lough	(0, 10, 'LOC')
Carrickevy Lough	(0, 16, 'LOC')
Ballinwing	(0, 10, 'LOC')
Kilmaddaroe Lough	(0, 17, 'LOC')
Costre Lough	(0, 12, 'LOC')
Effrinagh Lough	(0, 15, 'LOC')
Annaghearly Lough	(0, 17, 'LOC')
Gowel	(0, 5, 'LOC')
Corlisheen	(0, 10, 'LOC')
Lismoyle	(0, 8, 'LOC')
Ballinamore and Ballyconnell Canal	(0, 34, 'LOC')
Drumkierny Lodge	(0, 16, 'LOC')
Keonbrook	(0, 9, 'LOC')
Kilclare	(0, 8, 'LOC')
Mullaghboy	(0, 10, 'LOC')
Lisconor	(0, 8, 'LOC')
Lough Conway	(0, 12, 'LOC')
Aghakilmore	(0, 11, 'LOC')
Annaghkeenly	(0, 12, 'LOC')
Aghakilconnell Lough	(0, 20, 'LOC')
Carrickaport Lough	(0, 18, 'LOC')
Drumcong	(0, 8, 'LOC')
Drumkeelan Lough	(0, 16, 'LOC')
Lustia Lough	(0, 12, 'LOC')
Drumgorman Lough	(0, 16, 'LOC')
Derrynahoo Lough	(0, 16, 'LOC')
Defner	(0, 6, 'LOC')
Shancurry	(0, 9, 'LOC')
Blackrock House	(0, 15, 'LOC')
Aghnagollop	(0, 11, 'LOC')
Acres Lough	(0, 11, 'LOC')
Dorrusawillin	(0, 13, 'LOC')
Murhaun	(0, 7, 'LOC')
Aghagrania	(0, 10, 'LOC')
Derrintober	(0, 11, 'LOC')
Lavaur	(0, 6, 'LOC')
Liscarban	(0, 9, 'LOC')
Gortnawaun	(0, 10, 'LOC')
Gubcormongan	(0, 12, 'LOC')
Greaghnaguillaun	(0, 16, 'LOC')
Sradinagh	(0, 9, 'LOC')
Stony River	(0, 11, 'LOC')
Cornamucklagh South	(0, 19, 'LOC')
Drumristin	(0, 10, 'LOC')
Kings Rock	(0, 10, 'LOC')
Fahy	(0, 4, 'LOC')
Lough Yugan	(0, 11, 'LOC')
Altnagullion River	(0, 18, 'LOC')
The Playground	(0, 14, 'LOC')
Lough Nambrack	(0, 14, 'LOC')
Manter Eolus Lough	(0, 18, 'LOC')
The Poorhouse	(0, 13, 'LOC')
Knockgorm Lough	(0, 15, 'LOC')
Lough Nabellbeg	(0, 15, 'LOC')
Seltanahunshin	(0, 14, 'LOC')
Altakeeran	(0, 10, 'LOC')
Tullylackan Beg	(0, 15, 'LOC')
Curraghnabania	(0, 14, 'LOC')
Pottore	(0, 7, 'LOC')
Kilnamaddyroe	(0, 13, 'LOC')
Cromlin	(0, 7, 'LOC')
Cornageeragh	(0, 12, 'LOC')
Callowhill Lough	(0, 16, 'LOC')
Drumeanan	(0, 9, 'LOC')
Annadale	(0, 8, 'LOC')
Driney House	(0, 12, 'LOC')
Corrachoosaun Lough	(0, 19, 'LOC')
Lough Nacarriga	(0, 15, 'LOC')
Boneill	(0, 7, 'LOC')
Kiltybardan	(0, 11, 'LOC')
Turf Island	(0, 11, 'LOC')
Keshcarrigan Lough	(0, 18, 'LOC')
Castlefore Lough	(0, 16, 'LOC')
Drumlaheen Lough	(0, 16, 'LOC')
Scardaun Lough	(0, 14, 'LOC')
Drumcollop Lough	(0, 16, 'LOC')
Rowan Lough	(0, 11, 'LOC')
Seltan Lough	(0, 12, 'LOC')
Derrinkip	(0, 9, 'LOC')
Foxfield	(0, 8, 'LOC')
Drumaragh	(0, 9, 'LOC')
Laheen House	(0, 12, 'LOC')
Corderry Cross Roads	(0, 20, 'LOC')
Aghacashlawn River	(0, 18, 'LOC')
Loughtown Lough	(0, 15, 'LOC')
Loughtown	(0, 9, 'LOC')
Tagsh	(0, 5, 'LOC')
Drumrahan House	(0, 15, 'LOC')
Stuck Cross Roads	(0, 17, 'LOC')
Attimanus	(0, 9, 'LOC')
Kilnagross	(0, 10, 'LOC')
Funshinagh Cross Roads	(0, 22, 'LOC')
Oghill Cross Roads	(0, 18, 'LOC')
Drumhany North	(0, 14, 'LOC')
Lisomadaun	(0, 10, 'LOC')
Adoon Lough	(0, 11, 'LOC')
Drumboher	(0, 9, 'LOC')
Drumna	(0, 6, 'LOC')
Halls	(0, 5, 'LOC')
Greagh Cross Roads	(0, 18, 'LOC')
Annaghmaconway Lough	(0, 20, 'LOC')
Doonaran	(0, 8, 'LOC')
Dunavinally	(0, 11, 'LOC')
Lough Cam	(0, 9, 'LOC')
Drumroosk Lough	(0, 15, 'LOC')
Lough Donogher	(0, 14, 'LOC')
Clonsarn House	(0, 14, 'LOC')
Sunnaghconnor Mill	(0, 18, 'LOC')
Killyfea Lough	(0, 14, 'LOC')
Gradoge	(0, 7, 'LOC')
Aghadruminsh	(0, 12, 'LOC')
Fort Lough	(0, 10, 'LOC')
Killameen Lough	(0, 15, 'LOC')
Corrala Lough	(0, 13, 'LOC')
Arderry	(0, 7, 'LOC')
Sranadarragh	(0, 12, 'LOC')
Gubs	(0, 4, 'LOC')
Drumcoura	(0, 9, 'LOC')
Drumlea	(0, 7, 'LOC')
Cloonboygher	(0, 12, 'LOC')
Drumlea Lough	(0, 13, 'LOC')
Keenheen Lough	(0, 14, 'LOC')
Drumcoura Lough	(0, 15, 'LOC')
Mullaghboy Lough	(0, 16, 'LOC')
Ardmeenan Lough	(0, 15, 'LOC')
Willowfield House	(0, 17, 'LOC')
Edentinny	(0, 9, 'LOC')
Lough Reane	(0, 11, 'LOC')
Fenagh Lough	(0, 12, 'LOC')
Georges Lough	(0, 13, 'LOC')
Bolganard Lough	(0, 15, 'LOC')
Drumlonan Lough	(0, 15, 'LOC')
Coryer Lough	(0, 12, 'LOC')
Boceshil House	(0, 14, 'LOC')
Cleenaghoo	(0, 10, 'LOC')
Castlerogy House	(0, 16, 'LOC')
Corraleehan	(0, 11, 'LOC')
Derradda	(0, 8, 'LOC')
Drumgownagh	(0, 11, 'LOC')
Lough Adorn	(0, 11, 'LOC')
Lisroughly	(0, 10, 'LOC')
Drumreilly	(0, 10, 'LOC')
Glebe Lough	(0, 11, 'LOC')
Cherry Island	(0, 13, 'LOC')
Annagh Upper	(0, 12, 'LOC')
Inishmagrath Island	(0, 19, 'LOC')
Drummans Island	(0, 15, 'LOC')
Corry Lodge	(0, 11, 'LOC')
Corry	(0, 5, 'LOC')
Mahanagh Lough	(0, 14, 'LOC')
Doolargy Glebe	(0, 14, 'LOC')
Fingreagh	(0, 9, 'LOC')
Killadiskert	(0, 12, 'LOC')
Annaghgerry	(0, 11, 'LOC')
Corry Island	(0, 12, 'LOC')
Curraghs North	(0, 14, 'LOC')
Tullycorka	(0, 10, 'LOC')
Seltannasaggart	(0, 15, 'LOC')
Boleymaguire	(0, 12, 'LOC')
Lough Nacroagh	(0, 14, 'LOC')
Boleybaun	(0, 9, 'LOC')
Lugmeeltan	(0, 10, 'LOC')
Killavoggy	(0, 10, 'LOC')
Corratimore	(0, 11, 'LOC')
Shivdelagh House	(0, 16, 'LOC')
Corchuill	(0, 9, 'LOC')
Liscoghil	(0, 9, 'LOC')
Tullintowell	(0, 12, 'LOC')
Tawnylea	(0, 8, 'LOC')
Knockacullion	(0, 13, 'LOC')
Diffagher River	(0, 15, 'LOC')
Beagh	(0, 5, 'LOC')
Killanummery	(0, 12, 'LOC')
Cleen House	(0, 11, 'LOC')
Cashel House	(0, 12, 'LOC')
Drumkeel House	(0, 14, 'LOC')
Belhavel House	(0, 14, 'LOC')
Drummury	(0, 8, 'LOC')
Blast Hill	(0, 10, 'LOC')
Drumduff	(0, 8, 'LOC')
Drumlease Glebe House	(0, 21, 'LOC')
Fawn	(0, 4, 'LOC')
Sriff Cottage	(0, 13, 'LOC')
Lough Anarry	(0, 12, 'LOC')
Carrigeencor Lough	(0, 18, 'LOC')
O’Rourke’s Table	(0, 16, 'LOC')
Newtown Manor	(0, 13, 'LOC')
Leckaun	(0, 7, 'LOC')
The Doons	(0, 9, 'LOC')
Morerah	(0, 7, 'LOC')
Killenna	(0, 8, 'LOC')
Leean Mountain	(0, 14, 'LOC')
Hangman’s Hill	(0, 14, 'LOC')
Crockauns	(0, 9, 'LOC')
Glencar Lodge	(0, 13, 'LOC')
Diffreen River	(0, 14, 'LOC')
Cloonaquin	(0, 10, 'LOC')
Shanvaus	(0, 8, 'LOC')
Shanvaus River	(0, 14, 'LOC')
Gortgarrigan	(0, 12, 'LOC')
Lisgorman	(0, 9, 'LOC')
Skeanada River	(0, 14, 'LOC')
Boihy House	(0, 11, 'LOC')
Gortermone House	(0, 16, 'LOC')
Meenymore	(0, 9, 'LOC')
Tullyskeherny	(0, 13, 'LOC')
O’Donnell’s Rock	(0, 16, 'LOC')
Tullinloughan Lough	(0, 19, 'LOC')
Ummera	(0, 6, 'LOC')
Shass	(0, 5, 'LOC')
Dawn of Hope Bridge	(0, 19, 'LOC')
Killooman Lough	(0, 15, 'LOC')
Dergvone	(0, 8, 'LOC')
Lackagh Lough	(0, 13, 'LOC')
Lough Strand	(0, 12, 'LOC')
Lough Kip	(0, 9, 'LOC')
Lough Avanny	(0, 12, 'LOC')
Lough Natire	(0, 12, 'LOC')
Blind Lough	(0, 11, 'LOC')
Lough Nagloghderg	(0, 17, 'LOC')
Tullinwillin	(0, 12, 'LOC')
Glenfarne Hall	(0, 14, 'LOC')
Meenkeeragh	(0, 11, 'LOC')
Bronagh	(0, 7, 'LOC')
Sravrannies	(0, 11, 'LOC')
Sradrine	(0, 8, 'LOC')
Thur Mountain	(0, 13, 'LOC')
Cullentragh Lough	(0, 17, 'LOC')
Lough Aderreen	(0, 14, 'LOC')
Corractoona	(0, 11, 'LOC')
Lattone Lough	(0, 13, 'LOC')
Sraduffy River	(0, 14, 'LOC')
Lattone River	(0, 13, 'LOC')
Dough Mountain	(0, 14, 'LOC')
Lissinagroagh	(0, 13, 'LOC')
Cornavannoge River	(0, 18, 'LOC')
Briscloonagh	(0, 12, 'LOC')
Fortland House	(0, 14, 'LOC')
Munakill Loughs	(0, 15, 'LOC')
Gortnalibbert	(0, 13, 'LOC')
Munnagashel	(0, 11, 'LOC')
Castlemoyle House	(0, 17, 'LOC')
Faughary	(0, 8, 'LOC')
Ballagh Cottage	(0, 15, 'LOC')
Lough Adunny	(0, 12, 'LOC')
Horse Lough	(0, 11, 'LOC')
Sandy Lough	(0, 11, 'LOC')
Cloghmeen	(0, 9, 'LOC')
Folly Lodge	(0, 11, 'LOC')
Mullanyduffy	(0, 12, 'LOC')
Lisnabrack	(0, 10, 'LOC')
Gortinar	(0, 8, 'LOC')
Leckanarainey	(0, 13, 'LOC')
Saint Catherine’s Cottage	(0, 25, 'LOC')
Peakadaw	(0, 8, 'LOC')
Wild Cats Hole	(0, 14, 'LOC')
Balinlig	(0, 8, 'LOC')
Cloontyprughlish	(0, 16, 'LOC')
Aroo Lough	(0, 10, 'LOC')
Lough Aganny	(0, 12, 'LOC')
Aghadunvane	(0, 11, 'LOC')
Brook Hill	(0, 10, 'LOC')
Unshinagh	(0, 9, 'LOC')
Derreenavoggy Lough	(0, 19, 'LOC')
Liscally	(0, 8, 'LOC')
