street_name	loc_col
GERALDINE STREET	(0, 16, 'LOC')
GILBERT ROAD	(0, 12, 'LOC')
GILFORD AVENUE	(0, 14, 'LOC')
GILFORD COURT	(0, 13, 'LOC')
GILFORD DRIVE	(0, 13, 'LOC')
GILFORD PARK	(0, 12, 'LOC')
GILFORD PINES	(0, 13, 'LOC')
GILFORD ROAD	(0, 12, 'LOC')
GILFORD TERRACE	(0, 15, 'LOC')
GLANDORE ROAD	(0, 13, 'LOC')
GLASANAON COURT	(0, 15, 'LOC')
GLASANAON PARK	(0, 14, 'LOC')
GLASANAON ROAD	(0, 14, 'LOC')
GLASANAON ROAD	(0, 14, 'LOC')
GLASAREE ROAD	(0, 13, 'LOC')
GLASILAWN AVENUE	(0, 16, 'LOC')
GLASILAWN AVENUE	(0, 16, 'LOC')
GLASILAWN ROAD	(0, 14, 'LOC')
GLASMEEN ROAD	(0, 13, 'LOC')
GLASMEEN ROAD	(0, 13, 'LOC')
GLASNAMANA PLACE	(0, 16, 'LOC')
GLASNAMANA ROAD	(0, 15, 'LOC')
GLASNEVIN HILL	(0, 14, 'LOC')
GLASNEVIN AVENUE	(0, 16, 'LOC')
GLASNEVIN COURT	(0, 15, 'LOC')
GLASNEVIN COURT	(0, 15, 'LOC')
GLASNEVIN DOWNS	(0, 15, 'LOC')
GLASNEVIN DRIVE	(0, 15, 'LOC')
GLASNEVIN PARK	(0, 14, 'LOC')
GLASNEVIN WOODS	(0, 15, 'LOC')
GLENAAN ROAD	(0, 12, 'LOC')
GLENARD AVENUE	(0, 14, 'LOC')
GLENARM AVENUE	(0, 14, 'LOC')
GLENAULIN DRIVE	(0, 15, 'LOC')
GLENAULIN PARK	(0, 14, 'LOC')
GLENAVY PARK	(0, 12, 'LOC')
GLENAYLE ROAD	(0, 13, 'LOC')
GLENAYR ROAD	(0, 12, 'LOC')
GLENBEIGH PARK	(0, 14, 'LOC')
GLENBEIGH ROAD	(0, 14, 'LOC')
GLENBEIGH ROAD	(0, 14, 'LOC')
GLENBROOK ROAD	(0, 14, 'LOC')
GLENCAR ROAD	(0, 12, 'LOC')
GLENCORP ROAD	(0, 13, 'LOC')
GLENCLOY ROAD	(0, 13, 'LOC')
GLENDALOUGH ROAD	(0, 16, 'LOC')
GLENDHU PARK	(0, 12, 'LOC')
GLENDHU ROAD	(0, 12, 'LOC')
GLENDINNING LANE	(0, 16, 'LOC')
GLENDUN ROAD	(0, 12, 'LOC')
GLENEALY ROAD	(0, 13, 'LOC')
GLENEALY ROAD	(0, 13, 'LOC')
GLENFARNE ROAD	(0, 14, 'LOC')
GLENFARNE ROAD	(0, 14, 'LOC')
GLENGARRIFF PARADE	(0, 18, 'LOC')
GLENARRIFF ROAD	(0, 15, 'LOC')
GLENGARRIFF CRESCENT	(0, 20, 'LOC')
GLENHILL AVENUE	(0, 15, 'LOC')
GLENHILL COURT	(0, 14, 'LOC')
GLENHILL DRIVE	(0, 14, 'LOC')
GLENHILL GROVE	(0, 14, 'LOC')
GLENHILL ROAD	(0, 13, 'LOC')
GLENHILL VILLAS	(0, 15, 'LOC')
GLENMALURE PARK	(0, 15, 'LOC')
GLENMALURE SQUARE	(0, 17, 'LOC')
GLENMORE ROAD	(0, 13, 'LOC')
GLENSHESK ROAD	(0, 14, 'LOC')
GLENTIES DRIVE	(0, 14, 'LOC')
GLENTIES DRIVE	(0, 14, 'LOC')
GLENTIES PARK	(0, 13, 'LOC')
GLENTIES PARK	(0, 13, 'LOC')
GLENTOW ROAD	(0, 12, 'LOC')
GLENWOOD ROAD	(0, 13, 'LOC')
GLENWOOD ROAD	(0, 13, 'LOC')
GLENTWORTH PARK	(0, 15, 'LOC')
GLIN AVENUE	(0, 11, 'LOC')
GLIN CRESCENT	(0, 13, 'LOC')
GLIN DRIVE	(0, 10, 'LOC')
GLIN GROVE	(0, 10, 'LOC')
GLIN PARK	(0, 9, 'LOC')
GLIN ROAD	(0, 9, 'LOC')
GLIN ROAD	(0, 9, 'LOC')
GLOUCESTER LANE	(0, 15, 'LOC')
GLOUCESTER PLACE	(0, 16, 'LOC')
GLOUCESTER PLACE LOWER	(0, 22, 'LOC')
GLOUCESTER PLACE UPPER	(0, 22, 'LOC')
GLOUCESTER PLACE UPPER	(0, 22, 'LOC')
GLOUCESTER STREET SOUTH	(0, 23, 'LOC')
GLOVERS ALLEY	(0, 13, 'LOC')
GLOVERS ALLEY	(0, 13, 'LOC')
GODFREY PLACE	(0, 13, 'LOC')
GOFTON HALL	(0, 11, 'LOC')
GOLDEN LANE	(0, 11, 'LOC')
GOLDEN LANE	(0, 11, 'LOC')
GOLDENBRIDGE AVENUE	(0, 19, 'LOC')
GOLDENBRIDGE AVENUE	(0, 19, 'LOC')
GOLDEN BRIDGE GARDENS	(0, 21, 'LOC')
GOLDENBRIDGE TERRACE	(0, 20, 'LOC')
GOLDENBRIDGE WALK	(0, 17, 'LOC')
GOLDSMITH STREET	(0, 16, 'LOC')
GORDON STREET	(0, 13, 'LOC')
GORDON PLACE	(0, 12, 'LOC')
GORTBEG AVENUE	(0, 14, 'LOC')
GORTBEG DRIVE	(0, 13, 'LOC')
GORTBEG PARK	(0, 12, 'LOC')
GORTBEG ROAD	(0, 12, 'LOC')
GORTMORE AVENUE	(0, 15, 'LOC')
GORTMORE DRIVE	(0, 14, 'LOC')
GORTMORE PARK	(0, 13, 'LOC')
GORTMORE ROAD	(0, 13, 'LOC')
GRACE PARK AVENUE	(0, 17, 'LOC')
GRACE PARK COURT	(0, 16, 'LOC')
GRACE PARK GARDENS	(0, 18, 'LOC')
GRACE PARK HEIGHTS	(0, 18, 'LOC')
GRACE PARK MEADOWS	(0, 18, 'LOC')
GRACE PARK ROAD	(0, 15, 'LOC')
GRACE PARK ROAD	(0, 15, 'LOC')
GRACE PARK ROAD	(0, 15, 'LOC')
GRACE PARK ROAD	(0, 15, 'LOC')
GRACE PARK TERRACE	(0, 18, 'LOC')
GRACE PARK TERRACE	(0, 18, 'LOC')
GRACEFIELD AVENUE	(0, 17, 'LOC')
GRACEFIELD COURT	(0, 16, 'LOC')
GORSEFIELD COURT	(0, 16, 'LOC')
GRACEFIELD ROAD	(0, 15, 'LOC')
GRACEFIELD ROAD	(0, 15, 'LOC')
GRACE PARK LAWNS	(0, 16, 'LOC')
GRAFTON STREET	(0, 14, 'LOC')
GRAFTON STREET	(0, 14, 'LOC')
GRAHAM'S COURT	(0, 14, 'LOC')
GRAHAM'S ROW	(0, 12, 'LOC')
GRAIGUE COURT	(0, 13, 'LOC')
GRANBY LANE	(0, 11, 'LOC')
GRANBY PLACE	(0, 12, 'LOC')
GRANBY ROW	(0, 10, 'LOC')
GRAND CANAL BANK	(0, 16, 'LOC')
GRAND CANAL PLACE	(0, 17, 'LOC')
GRAND CANAL QUAY	(0, 16, 'LOC')
GRAND CANAL QUAY	(0, 16, 'LOC')
GRAND CANAL STREET LOWER	(0, 24, 'LOC')
GRAND CANAL STREET UPPER	(0, 24, 'LOC')
GRAND CANAL VIEW	(0, 16, 'LOC')
GRAND PARADE	(0, 12, 'LOC')
GRANGE ABBEY CRESCENT	(0, 21, 'LOC')
GRANGE ABBEY DRIVE	(0, 18, 'LOC')
GRANGE ABBEY GROVE	(0, 18, 'LOC')
GRANGE PARK AVENUE	(0, 18, 'LOC')
GRANGE PARK CLOSE	(0, 17, 'LOC')
GRANGE PARK CRESCENT	(0, 20, 'LOC')
GRANGE PARK DRIVE	(0, 17, 'LOC')
GRANGE PARK GREEN	(0, 17, 'LOC')
GRANGE PARK GROVE	(0, 17, 'LOC')
GRANGE PARK RISE	(0, 16, 'LOC')
GRANGE PARK ROAD	(0, 16, 'LOC')
GRANGE PARK ROAD	(0, 16, 'LOC')
GRANGE PARK VIEW	(0, 16, 'LOC')
GRANGE PARK WALK	(0, 16, 'LOC')
GRANGE ROAD	(0, 11, 'LOC')
GRANGE ROAD	(0, 11, 'LOC')
GRANGEGORMAN LOWER	(0, 18, 'LOC')
GRANGEGORMAN UPPER	(0, 18, 'LOC')
GRANGEGORMAN UPPER	(0, 18, 'LOC')
GRANGEMORE AVENUE	(0, 17, 'LOC')
GRANGEMORE COURT	(0, 16, 'LOC')
GRANGEMORE CRESCENT	(0, 19, 'LOC')
GRANGEMORE DRIVE	(0, 16, 'LOC')
GRANGEMORE GROVE	(0, 16, 'LOC')
GRANGEMORE LAWN	(0, 15, 'LOC')
GRANGEMORE PARK	(0, 15, 'LOC')
GRANGEMORE RISE	(0, 15, 'LOC')
GRANGEMORE ROAD	(0, 15, 'LOC')
GRANITE PLACE	(0, 13, 'LOC')
GRANITE TERRACE	(0, 15, 'LOC')
GRANTHAM PLACE	(0, 14, 'LOC')
GRANTHAM PLACE	(0, 14, 'LOC')
GRANTHAM STREET	(0, 15, 'LOC')
GRANTS ROW	(0, 10, 'LOC')
GRANTS ROW	(0, 10, 'LOC')
GRATTAN COURT EAST	(0, 18, 'LOC')
GRATTAN COURT WEST	(0, 18, 'LOC')
GRATTAN CRESCENT	(0, 16, 'LOC')
GRATTAN PARADE	(0, 14, 'LOC')
GRATTAN PLACE	(0, 13, 'LOC')
GRATTAN STREET	(0, 14, 'LOC')
GRAY SQUARE	(0, 11, 'LOC')
GRAY STREET	(0, 11, 'LOC')
GREAT WESTERN AVENUE	(0, 20, 'LOC')
GREAT WESTERN SQUARE EAST	(0, 25, 'LOC')
GREAT WESTERN SQUARE NORTH	(0, 26, 'LOC')
GREAT WESTERN SQUARE SOUTH	(0, 26, 'LOC')
GREAT WESTERN SQUARE WEST	(0, 25, 'LOC')
GREAT WESTERN VILLAS	(0, 20, 'LOC')
GREEK STREET	(0, 12, 'LOC')
GREEN STREET	(0, 12, 'LOC')
GREEN STREET	(0, 12, 'LOC')
GREEN STREET EAST	(0, 17, 'LOC')
GREEN STREET EAST	(0, 17, 'LOC')
LITTLE GREEN STREET	(0, 19, 'LOC')
GREENCASTLE AVENUE	(0, 18, 'LOC')
GREENCASTLE AVENUE	(0, 18, 'LOC')
GREENCASTLE CRESCENT	(0, 20, 'LOC')
GREENCASTLE DRIVE	(0, 17, 'LOC')
GREENCASTLE PARADE	(0, 18, 'LOC')
GREENCASTLE PARK	(0, 16, 'LOC')
GREENCASTLE ROAD	(0, 16, 'LOC')
GREENCASTLE ROAD	(0, 16, 'LOC')
GREENDALE AVENUE	(0, 16, 'LOC')
GREENDALE COURT	(0, 15, 'LOC')
GREENDALE ROAD	(0, 14, 'LOC')
GREENFIELD CRESCENT	(0, 19, 'LOC')
GREENFIELD PARK	(0, 15, 'LOC')
GREENFIELD PLACE	(0, 16, 'LOC')
GREENLEA AVENUE	(0, 15, 'LOC')
GREENLEA DRIVE	(0, 14, 'LOC')
GREENLEA GROVE	(0, 14, 'LOC')
GREENLEA PARK	(0, 13, 'LOC')
GREENLEA ROAD	(0, 13, 'LOC')
GREENMOUNT AVENUE	(0, 17, 'LOC')
GREENMOUNT COURT	(0, 16, 'LOC')
GREENMOUNT LANE	(0, 15, 'LOC')
GREENMOUNT LAWNS	(0, 16, 'LOC')
GREENMOUNT ROAD	(0, 15, 'LOC')
GREENMOUNT SQUARE	(0, 17, 'LOC')
GREENORE TERRACE	(0, 16, 'LOC')
GREENVILLE AVENUE	(0, 17, 'LOC')
GRENVILLE LANE	(0, 14, 'LOC')
GREENVILLE PARADE	(0, 17, 'LOC')
GRENVILLE STREET	(0, 16, 'LOC')
GREENVILLE TERRACE	(0, 18, 'LOC')
GREENWICH COURT	(0, 15, 'LOC')
GREENWOOD AVENUE	(0, 16, 'LOC')
GREENWOOD CLOSE	(0, 15, 'LOC')
GREENWOOD COURT	(0, 15, 'LOC')
GREENWOOD DRIVE	(0, 15, 'LOC')
GREENWOOD LAWN	(0, 14, 'LOC')
GREENWOOD PARK	(0, 14, 'LOC')
GREENWOOD WALK	(0, 14, 'LOC')
GREENWOOD WAY	(0, 13, 'LOC')
GRIFFITH AVENUE	(0, 15, 'LOC')
GRIFFITH AVENUE	(0, 15, 'LOC')
GRIFFITH AVENUE	(0, 15, 'LOC')
GRIFFITH CLOSE	(0, 14, 'LOC')
GRIFFITH COURT	(0, 14, 'LOC')
GRIFFITH DOWNS	(0, 14, 'LOC')
GRIFFITH DRIVE	(0, 14, 'LOC')
GRIFFITH LAWNS	(0, 14, 'LOC')
GRIFFITH PARADE	(0, 15, 'LOC')
GRIFFITH ROAD	(0, 13, 'LOC')
GRIFFITH ROAD	(0, 13, 'LOC')
GRIFFITH ROAD	(0, 13, 'LOC')
GRIFFITH WALK	(0, 13, 'LOC')
GROSVENOR COURT	(0, 15, 'LOC')
GROSVENOR LANE	(0, 14, 'LOC')
GROSVENOR LODGE	(0, 15, 'LOC')
GROSVENOR PARK	(0, 14, 'LOC')
GROSVENOR PLACE	(0, 15, 'LOC')
GROSVENOR PLACE	(0, 15, 'LOC')
GROSVENOR ROAD	(0, 14, 'LOC')
GROSVENOR ROAD	(0, 14, 'LOC')
GROSVENOR SQUARE	(0, 16, 'LOC')
GROSVENOR VILLAS	(0, 16, 'LOC')
GROVE AVENUE	(0, 12, 'LOC')
GROVE AVENUE	(0, 12, 'LOC')
GROVE COURT	(0, 11, 'LOC')
GROVE LANE	(0, 10, 'LOC')
GROVE PARK	(0, 10, 'LOC')
GROVE PARK AVENUE	(0, 17, 'LOC')
GROVE PARK CRESCENT	(0, 19, 'LOC')
GROVE PARK DRIVE	(0, 16, 'LOC')
GROVE PARK ROAD	(0, 15, 'LOC')
GROVE ROAD	(0, 10, 'LOC')
GROVE ROAD	(0, 10, 'LOC')
GROVE WOOD	(0, 10, 'LOC')
GUILD STREET	(0, 12, 'LOC')
GUILDFORD PLACE	(0, 15, 'LOC')
GULISTAN COTTAGES	(0, 17, 'LOC')
GULISTAN PLACE	(0, 14, 'LOC')
GULISTAN TERRACE	(0, 16, 'LOC')
GURTEEN AVENUE	(0, 14, 'LOC')
GURTEEN PARK	(0, 12, 'LOC')
GURTEEN ROAD	(0, 12, 'LOC')
HADDINGTON PLACE	(0, 16, 'LOC')
HADDINGTON ROAD	(0, 15, 'LOC')
HADDON PARK	(0, 11, 'LOC')
HADDON ROAD	(0, 11, 'LOC')
HAGAN'S COURT	(0, 13, 'LOC')
HALLIDAY ROAD	(0, 13, 'LOC')
HALLIDAY SQUARE	(0, 15, 'LOC')
HALPIN'S ROW	(0, 12, 'LOC')
HALSTON STREET	(0, 14, 'LOC')
HALSTON STREET	(0, 14, 'LOC')
HAMILTON COURT	(0, 14, 'LOC')
HAMILTON ROW	(0, 12, 'LOC')
HAMILTON STREET	(0, 15, 'LOC')
HAMMOND LANE	(0, 12, 'LOC')
HAMMOND STREET	(0, 14, 'LOC')
HAMPSTEAD AVENUE	(0, 16, 'LOC')
HAMPSTEAD COURT	(0, 15, 'LOC')
HAMPSTEAD PARK	(0, 14, 'LOC')
HAMPTON COURT	(0, 13, 'LOC')
HAMPTON GREEN	(0, 13, 'LOC')
HANBURY LANE	(0, 12, 'LOC')
HANNAVILLE PARK	(0, 15, 'LOC')
HANOVER LANE	(0, 12, 'LOC')
HANOVER LANE	(0, 12, 'LOC')
HANOVER QUAY	(0, 12, 'LOC')
HANOVER QUAY	(0, 12, 'LOC')
HANOVER SQUARE	(0, 14, 'LOC')
HANOVER STREET EAST	(0, 19, 'LOC')
HANOVER STREET EAST	(0, 19, 'LOC')
HANOVER STREET WEST	(0, 19, 'LOC')
HANOVER STREET WEST	(0, 19, 'LOC')
HARBOUR COURT	(0, 13, 'LOC')
HARBOURMASTER PLACE	(0, 19, 'LOC')
HARBOURMASTER STREET	(0, 20, 'LOC')
HARCOURT LANE	(0, 13, 'LOC')
HARCOURT ROAD	(0, 13, 'LOC')
HARCOURT ROW	(0, 12, 'LOC')
HARCOURT STREET	(0, 15, 'LOC')
HARCOURT STREET	(0, 15, 'LOC')
HARCOURT STREET	(0, 15, 'LOC')
HARCOURT TERRACE	(0, 16, 'LOC')
HARCOURT TERRACE LANE	(0, 21, 'LOC')
HARDEBECK AVENUE	(0, 16, 'LOC')
HARDIMAN ROAD	(0, 13, 'LOC')
HARDWICKE LANE	(0, 14, 'LOC')
HARDWICKE PLACE	(0, 15, 'LOC')
HARDWICKE STREET	(0, 16, 'LOC')
HARMAN STREET	(0, 13, 'LOC')
HARMONSTOWN ROAD	(0, 16, 'LOC')
HARMONSTOWN ROAD	(0, 16, 'LOC')
HARMONSTOWN ROAD	(0, 16, 'LOC')
HARMONY AVENUE	(0, 14, 'LOC')
HARMONY ROW	(0, 11, 'LOC')
HAROLD'S CROSS COTTAGES	(0, 23, 'LOC')
HAROLD ROAD	(0, 11, 'LOC')
HAROLD'S CROSS ROAD	(0, 19, 'LOC')
HAROLD'S CROSS ROAD	(0, 19, 'LOC')
HAROLDVILLE AVENUE	(0, 18, 'LOC')
HARRINGTON COURT	(0, 16, 'LOC')
HARRINGTON STREET	(0, 17, 'LOC')
HARRISON ROW	(0, 12, 'LOC')
HARRY STREET	(0, 12, 'LOC')
HARTY AVENUE	(0, 12, 'LOC')
HARTY COURT	(0, 11, 'LOC')
HARTY COURT	(0, 11, 'LOC')
HARTY PLACE	(0, 11, 'LOC')
HASTINGS STREET	(0, 15, 'LOC')
HATCH LANE	(0, 10, 'LOC')
HATCH PLACE	(0, 11, 'LOC')
HATCH STREET LOWER	(0, 18, 'LOC')
HATCH STREET UPPER	(0, 18, 'LOC')
HATTER'S LANE	(0, 13, 'LOC')
HAVELOCK PLACE	(0, 14, 'LOC')
HAVELOCK SQUARE	(0, 15, 'LOC')
HAVELOCK SQUARE	(0, 15, 'LOC')
HAVELOCK TERRACE	(0, 16, 'LOC')
HAVERTY ROAD	(0, 12, 'LOC')
HAWKINS STREET	(0, 14, 'LOC')
HAWTHORN AVENUE	(0, 15, 'LOC')
HAWTHORN TERRACE	(0, 16, 'LOC')
HAYMARKET	(0, 9, 'LOC')
HAZEL PARK	(0, 10, 'LOC')
HAZEL ROAD	(0, 10, 'LOC')
HAZELBROOK DRIVE	(0, 16, 'LOC')
HAZELBROOK ROAD	(0, 15, 'LOC')
HAZELCROFT GARDENS	(0, 18, 'LOC')
HAZELCROFT PARK	(0, 15, 'LOC')
HAZELCROFT ROAD	(0, 15, 'LOC')
HAZELWOOD COURT	(0, 15, 'LOC')
HAZELWOOD DRIVE	(0, 15, 'LOC')
HAZELWOOD GROVE	(0, 15, 'LOC')
HAZELWOOD PARK	(0, 14, 'LOC')
HEALTHFIELD ROAD	(0, 16, 'LOC')
HEALY STREET	(0, 12, 'LOC')
HENDRICK LANE	(0, 13, 'LOC')
HENDRICK PLACE	(0, 14, 'LOC')
HENDRICK STREET	(0, 15, 'LOC')
HENRIETTA LANE	(0, 14, 'LOC')
HENRIETTA PLACE	(0, 15, 'LOC')
HENRIETTA PLACE	(0, 15, 'LOC')
HENRIETTA STREET	(0, 16, 'LOC')
HENRY PLACE	(0, 11, 'LOC')
HENRY STREET	(0, 12, 'LOC')
HERBERT AVENUE	(0, 14, 'LOC')
HERBERT COTTAGES	(0, 16, 'LOC')
HERBERT LANE	(0, 12, 'LOC')
HERBERT PARK	(0, 12, 'LOC')
HERBERT PARK	(0, 12, 'LOC')
HERBERT PARK LANE	(0, 17, 'LOC')
HERBERT PLACE	(0, 13, 'LOC')
HERBERT PLACE	(0, 13, 'LOC')
HERBERT ROAD	(0, 12, 'LOC')
HERBERT STREET	(0, 14, 'LOC')
HERBERTON DRIVE	(0, 15, 'LOC')
HERBERTON PARK	(0, 14, 'LOC')
HERBERTON BRIDGE	(0, 16, 'LOC')
HERBERTON ROAD	(0, 14, 'LOC')
HERBERTON ROAD	(0, 14, 'LOC')
HEUSTON SQUARE	(0, 14, 'LOC')
HEYTESBURY LANE	(0, 15, 'LOC')
HEYTESBURY STREET	(0, 17, 'LOC')
ROYAL HIBERNIAN WAY	(0, 19, 'LOC')
HIBERNIAN AVENUE	(0, 16, 'LOC')
HIGH PARK	(0, 9, 'LOC')
HIGH STREET	(0, 11, 'LOC')
HIGHFIELD GROVE	(0, 15, 'LOC')
HIGHFIELD ROAD	(0, 14, 'LOC')
HIGHFIELD ROAD	(0, 14, 'LOC')
HILL STREET	(0, 11, 'LOC')
HILLCREST PARK	(0, 14, 'LOC')
HOEY'S COURT	(0, 12, 'LOC')
HOGAN AVENUE	(0, 12, 'LOC')
HOGAN COURT	(0, 11, 'LOC')
HOGAN PLACE	(0, 11, 'LOC')
HOLLES PLACE	(0, 12, 'LOC')
HOLLES ROW	(0, 10, 'LOC')
HOLLES STREET	(0, 13, 'LOC')
HOLLY ROAD	(0, 10, 'LOC')
HOLLYBANK AVENUE LOWER	(0, 22, 'LOC')
HOLLYBANK AVENUE UPPER	(0, 22, 'LOC')
HOLLYBANK ROAD	(0, 14, 'LOC')
HOLLYBROOK COURT DRIVE	(0, 22, 'LOC')
HOLLYBROOK GROVE	(0, 16, 'LOC')
HOLLYBROOK PARK	(0, 15, 'LOC')
HOLLYBROOK ROAD	(0, 15, 'LOC')
HOLYCROSS AVENUE	(0, 16, 'LOC')
HOLYCROSS COTTAGES	(0, 18, 'LOC')
HOLYROOD PARK	(0, 13, 'LOC')
HOLYWELL AVENUE	(0, 15, 'LOC')
HOLYWELL CRESCENT	(0, 17, 'LOC')
HOLYWELL ROAD	(0, 13, 'LOC')
HOME VILLAS	(0, 11, 'LOC')
HOME FARM PARK	(0, 14, 'LOC')
HOME FARM ROAD	(0, 14, 'LOC')
HOMELEE	(0, 7, 'LOC')
HOPE AVENUE	(0, 11, 'LOC')
HOPE STREET	(0, 11, 'LOC')
HOSPITAL LANE	(0, 13, 'LOC')
HOTEL YARD	(0, 10, 'LOC')
HOWARD STREET	(0, 13, 'LOC')
HOWTH JUNCTION COTTAGES	(0, 23, 'LOC')
HOWTH ROAD	(0, 10, 'LOC')
HOWTH ROAD	(0, 10, 'LOC')
HOWTH ROAD	(0, 10, 'LOC')
HOWTH VIEW PARK	(0, 15, 'LOC')
HUBAND BRIDGE	(0, 13, 'LOC')
HUBAND ROAD	(0, 11, 'LOC')
HUGHES ROAD EAST	(0, 16, 'LOC')
HUGHES ROAD NORTH	(0, 17, 'LOC')
HUGHES ROAD SOUTH	(0, 17, 'LOC')
HUME STREET	(0, 11, 'LOC')
HUXLEY CRESCENT	(0, 15, 'LOC')
HYACINTH STREET	(0, 15, 'LOC')
IMAAL ROAD	(0, 10, 'LOC')
INAGH ROAD	(0, 10, 'LOC')
INCHICORE PARADE	(0, 16, 'LOC')
INCHICORE ROAD	(0, 14, 'LOC')
INCHICORE SQUARE EAST	(0, 21, 'LOC')
INCHICORE SQUARE NORTH	(0, 22, 'LOC')
INCHICORE SQUARE SOUTH	(0, 22, 'LOC')
INCHICORE SQUARE WEST	(0, 21, 'LOC')
INCHICORE TERRACE NORTH	(0, 23, 'LOC')
INCHICORE TERRACE SOUTH	(0, 23, 'LOC')
INFIRMARY ROAD	(0, 14, 'LOC')
INGRAM ROAD	(0, 11, 'LOC')
INNISFALLEN PARADE	(0, 18, 'LOC')
INISHMAAN ROAD	(0, 14, 'LOC')
INNS QUAY	(0, 9, 'LOC')
INVER ROAD	(0, 10, 'LOC')
INVERMORE GROVE	(0, 15, 'LOC')
INVERNESS ROAD	(0, 14, 'LOC')
IONA CRESCENT	(0, 13, 'LOC')
IONA DRIVE	(0, 10, 'LOC')
IONA PARK	(0, 9, 'LOC')
IONA ROAD	(0, 9, 'LOC')
IONA VILLAS	(0, 11, 'LOC')
IRISHTOWN LANE	(0, 14, 'LOC')
IRISHTOWN ROAD	(0, 14, 'LOC')
IRVINE COTTAGES	(0, 15, 'LOC')
IRVINE TERRACE	(0, 14, 'LOC')
IRWIN COURT	(0, 11, 'LOC')
IRWIN STREET	(0, 12, 'LOC')
ISLAND STREET	(0, 13, 'LOC')
ISLAND VILLA	(0, 12, 'LOC')
ISOLDA ROAD	(0, 11, 'LOC')
IVAR STREET	(0, 11, 'LOC')
IVEAGH GARDENS	(0, 14, 'LOC')
IVEAGH GARDENS	(0, 14, 'LOC')
IVELEARY ROAD	(0, 13, 'LOC')
IVERAGH ROAD	(0, 12, 'LOC')
IVERAGH ROAD	(0, 12, 'LOC')
IVY TERRACE	(0, 11, 'LOC')
"JAMES'S STREET
JAMES'S STREET"	(0, 30, 'LOC')
JAMES LARKIN ROAD	(0, 17, 'LOC')
JAMES'S PLACE EAST	(0, 18, 'LOC')
JAMES STREET EAST	(0, 17, 'LOC')
JAMES STREET NORTH	(0, 18, 'LOC')
JAMESTOWN AVENUE	(0, 16, 'LOC')
JAMESTOWN COURT	(0, 15, 'LOC')
JAMESTOWN INDUSTRIAL CENTRE	(0, 27, 'LOC')
JAMESTOWN ROAD	(0, 14, 'LOC')
JAMESTOWN ROAD	(0, 14, 'LOC')
JANEVILLE	(0, 9, 'LOC')
JEROME CONNOR PLACE	(0, 19, 'LOC')
JERVIS LANE LOWER	(0, 17, 'LOC')
JERVIS STREET	(0, 13, 'LOC')
JOHN DILLON STREET	(0, 18, 'LOC')
JOHN FIELD ROAD	(0, 15, 'LOC')
JOHN MC CORMACK BRIDGE	(0, 22, 'LOC')
JOHN MCCORMACK AVENUE	(0, 21, 'LOC')
SAINT JOHN'S STREET	(0, 19, 'LOC')
JOHN STREET NORTH	(0, 17, 'LOC')
JOHN STREET WEST	(0, 16, 'LOC')
JOHN'S LANE WEST	(0, 16, 'LOC')
JOHN STREET SOUTH	(0, 17, 'LOC')
JOHNS LANE EAST	(0, 15, 'LOC')
JOHNSON'S COURT	(0, 15, 'LOC')
JOHNSON'S PLACE	(0, 15, 'LOC')
JOHNSTOWN PARK	(0, 14, 'LOC')
JONES'S ROAD	(0, 12, 'LOC')
JONES'S ROAD	(0, 12, 'LOC')
JOSEPHINE AVENUE	(0, 16, 'LOC')
JOY STREET	(0, 10, 'LOC')
JOYCE ROAD	(0, 10, 'LOC')
KANES COURT	(0, 11, 'LOC')
KEARN'S PLACE	(0, 13, 'LOC')
KEEGANS COTTAGES	(0, 16, 'LOC')
KEEPER ROAD	(0, 11, 'LOC')
KEEPER ROAD	(0, 11, 'LOC')
KELLS ROAD	(0, 10, 'LOC')
KELLY'S LANE	(0, 12, 'LOC')
KELLYS ROW	(0, 10, 'LOC')
KELLYS ROW	(0, 10, 'LOC')
KEMPTON AVENUE	(0, 14, 'LOC')
KEMPTON COURT	(0, 13, 'LOC')
KEMPTON GREEN	(0, 13, 'LOC')
KEMPTON GROVE	(0, 13, 'LOC')
KEMPTON HEATH	(0, 13, 'LOC')
KEMPTON LAWN	(0, 12, 'LOC')
KEMPTON PARK	(0, 12, 'LOC')
KEMPTON RISE	(0, 12, 'LOC')
KEMPTON VIEW	(0, 12, 'LOC')
KEMPTON WAY	(0, 11, 'LOC')
KENILWORTH LANE	(0, 15, 'LOC')
KENILWORTH PARK	(0, 15, 'LOC')
KENILWORTH PARK	(0, 15, 'LOC')
KENILWORTH ROAD	(0, 15, 'LOC')
KENILWORTH SQUARE EAST	(0, 22, 'LOC')
KENILWORTH SQUARE NORTH	(0, 23, 'LOC')
KENILWORTH SQUARE SOUTH	(0, 23, 'LOC')
KENILWORTH SQUARE WEST	(0, 22, 'LOC')
KENMARE PARADE	(0, 14, 'LOC')
KERLOGUE ROAD	(0, 13, 'LOC')
KEVIN STREET LOWER	(0, 18, 'LOC')
KEVIN STREET UPPER	(0, 18, 'LOC')
KICKHAM ROAD	(0, 12, 'LOC')
KILBARRACK AVENUE	(0, 17, 'LOC')
KILBARRACK GARDENS	(0, 18, 'LOC')
KILBARRACK GROVE	(0, 16, 'LOC')
KILBARRACK ROAD	(0, 15, 'LOC')
KILBARRON AVENUE	(0, 16, 'LOC')
KILBARRON DRIVE	(0, 15, 'LOC')
KILBARRON PARK	(0, 14, 'LOC')
